provider_name,type_of_care,address,city,state,zip,phone
Adventure Point Early Learning Center,Child Care Center,1808 E. 17 St.,National City,CA,91950,(619) 259-2480
Little Big Time Child Development Center,Child Care Center,1412 20th St,Sacramento,CA,95811,(916) 446-1200
Kingdom Kidz Childcare,Family Child Care Home,,Oceanside,CA,92057,(760) 213-7660
"Luna, Jennifer Family Child Care",Child Care Center,1940 N. Kensington Way,Hanford,CA,93230,(559) 737-8735
Alvarez Family Child Care,Family Child Care Home,,Playa Vista,CA,90094,(310) 591-6060
Beach Babies #4,Child Care Center,2270 East El Segundo Blvd,El Segundo,CA,90245,(310) 322-8902
Bancroft 4th R,Child Care Center,2929 Belmar St,Sacramento,CA,95826,(916) 277-6100
Mentor Preschool on Lake,Child Care Center,232 N. Lake Ave. #100,Pasadena,CA,91101,(626) 396-7008
Ahlstrand Family Child Care,Family Child Care Home,,Corona,CA,92880,(714) 651-1295
YMCA of Metro Los Angeles/NV El Oro Way,Child Care Center,12230 El Oro Way,Granada Hills,CA,91344,(818) 368-3231
"Yawn, Cynthia Family Child Care",Family Child Care Home,,Oceanside,CA,92058,(760) 492-4398
Towne and Country Early Education Center,Child Care Center,201 E. Madison Avenue,Placentia,CA,92870,(714) 524-2780
Primrose School Of Livermore,Child Care Center,2901 Las Positas Road,Livermore,CA,94551,(925) 215-7372
Brighter Days Family Childcare,Family Child Care Home,,Moreno Valley,CA,92551,(951) 533-3294
Adventure Club School Age- Cirby School,Child Care Center,814 Darling Way,Roseville,CA,95678,(916) 746-1260
The Montessori Center,Child Care Center,740 Pine Ave,Carlsbad,CA,92008,(442) 333-9359
Sacramento Waldorf School,Child Care Center,3750 Bannister Road,Fair Oaks,CA,95628,(916) 860-2532
Carlsbad Educational Foundation- Kelly Elem.,Child Care Center,4885 Kelly Dr.,Carlsbad,CA,92008,(760) 331-5566
Trajan Discovery Club-Trajan Elementary,Child Care Center,6601 Trajan Dr,Orangevale,CA,95662,(916) 971-5941
Oak Creek CDC,Child Care Center,4 Dove Creek,Irvine,CA,92618,(714) 357-7920
Callie Kirkpatrick CDC,Child Care Center,28800 Reviere Drive,Menifee,CA,92584,(714) 357-7920
Southshore Child Development Center,Child Care Center,30975 Southshore Drive,Menifee,CA,92584,(714) 357-7920
Sterling Montessori & Bambini Montessori,Child Care Center,821 Sterling Parkway Ste 100 & 200,Lincoln,CA,95648,(916) 434-7000
Patricia Estey ,Family Child Care Home,,Antelope,CA,95843,(916) 716-3760
Menifee Child Development Center,Child Care Center,25625 Briggs Road,Menifee,CA,92585,(714) 357-7920
Building Kidz of Scotts Valley,Child Care Center,106 Vine Hill School Road,Scotts Valley,CA,95066,(831) 438-4813
Oak Meadows CDC,Child Care Center,28600 Poinsetta Street,Murrieta,CA,92563,(714) 357-7920
Small World Learning CTR No 2,Child Care Center,1749 N Avalon Blvd,Wilmington,CA,90744,(310) 549-0303
Cesar Chavez School Age CDC,Child Care Center,1221 Anderson Rd,Davis,CA,95616,(530) 753-3808
"Alexander, Patricia",Family Child Care Home,,Elk Grove,CA,95758,(916) 691-6821
Big Future Charter Preschool,Child Care Center,933 W San Marcos Blvd,San Marcos,CA,92078,(760) 744-3900
Building Kidz School- Eureka,Child Care Center,1485 Eureka Road Suite G170,Roseville,CA,95661,(916) 780-5437
"Cortez, Juana Family Child Care",Family Child Care Home,,San Diego,CA,92139,(619) 475-2868
KCE Champions LLC @ Growth Public Schools,Child Care Center,9320 Tech Center Drive,Sacramento,CA,95826,(503) 872-1464
Isaza Sandra,Family Child Care Home,,Santa Clara,CA,95051,(408) 595-1808
Big Future Preschool,Child Care Center,15009 Pomerado Road,Poway,CA,92064,(858) 883-2985
Rainbow Rising  Cypress Village,Child Care Center,359 Rush Lily,Irvine,CA,92620,(949) 333-1488
Berling Family Child Care,Family Child Care Home,,Hemet,CA,92545,(951) 489-7486
Play-Ology,Child Care Center,3084 Sunrise Blvd Ste 4,Rancho Cordova,CA,95742,(916) 853-5678
Brenda Cuesta FCCH,Family Child Care Home,,Fairfield,CA,94534,(707) 514-9112
Maria Gonzalez,Family Child Care Home,,Los Gatos,CA,95033,(408) 353-8695
Rashid Family Child Care,Family Child Care Home,,San Pedro,CA,90732,(562) 337-4502
Tutor Time Learning Center,Child Care Center,5855 De Soto Ave,Woodland Hills,CA,91367,(818) 710-1677
Ortega Family Child Care,Family Child Care Home,,Covina,CA,91722,(626) 419-1858
KCE Champions LLC @ Mason,Child Care Center,10337 San Ramon Drive,San Diego,CA,92126,(503) 872-1464
Amy Lee Ulloa,Family Child Care Home,,Santa Maria,CA,93455,(805) 264-8234
Chapman Montessori School ,Child Care Center,11832 Euclid Street,Garden Grove,CA,92840,(714) 591-5927
Kid Ventures Liberty Station Preschool,Child Care Center,2865 Sims Road,San Diego,CA,92106,(619) 573-9625
Ocean View Pre-School,Child Care Center,1900 Western Ave,San Pedro,CA,90732,(310) 514-1048
